lemma	date1	date2	group	annotator1	annotator2	annotator3	annotator4	annotator5	mean	comments1	comments2	comments3	comments4	comments5
Abend	1871	1861	later	4	4	4	4	4	4	 	 	 	 	 
Bilanz	1775	1851	compare	3	3	3	3	3	3	 	 	 	 	 
Motiv	1851	1794	compare	4	4	1	0	4	3.25	 	 	 	zu wenig Kontext	 
Zufall	1891	1852	later	4	4	4	4	4	4	 	 	 	 	 
Anstalt	1794	1854	compare	1	1	1	1	3	1.4	 	 	 	 	 
Kinderstube	1788	1873	compare	4	4	4	4	1	3.4	 	 	 	 	 
geharnischt	1882	1863	later	4	4	4	2	4	3.6	 	 	 	 	 
Reichstag	1787	1786	earlier	4	3	3	4	4	3.6	 	 	 	 	 
Bilanz	1894	1886	later	4	4	4	4	4	4	 	 	 	 	 
locker	1756	1779	earlier	4	4	4	3	4	3.8	 	 	 	 	 
technisch	1894	1879	later	4	4	1	3	4	3.2	 	 	 	 	 
Museum	1859	1783	compare	4	4	4	4	4	4	 	 	 	 	 
Zufall	1873	1756	compare	4	4	3	3	4	3.6	 	 	 	 	 
Donnerwetter	1879	1777	compare	2	1	4	1	3	2.2	 	 	 	 	 
Kinderstube	1858	1896	later	3	2	3	3	1	2.4	 	 	 	 	 
Reichstag	1876	1878	later	4	4	3	4	3	3.6	 	 	 	 	 
Feine	1884	1879	later	2	1	1	1	1	1.2	 	 	 	 	 
Donnerwetter	1776	1852	compare	4	1	3	2	1	2.2	 	 	 	 	 
flott	1780	1783	earlier	2	1	1	0	0	1.3333333333	 	 	 	zwei verschiedene Wörter	Fremdsprachlicher Beleg in Satz 2.
Museum	1780	1876	compare	4	4	4	3	4	3.8	 	 	 	 	 
Vorwort	1771	1789	earlier	2	1	1	1	1	1.2	 	 	 	 	 
Feine	1752	1774	earlier	3	3	2	2	3	2.6	 	 	 	 	 
Steckenpferd	1864	1798	compare	2	1	1	1	1	1.2	 	 	 	 	 
Museum	1888	1794	compare	4	2	4	3	0	3.25	 	 	 	 	Satz 1 ergibt keinen Sinn.
billig	1886	1753	compare	2	1	1	1	1	1.2	billig in Satz 2 ist “angemessenerweise”	 	 	 	 
Reichstag	1876	1787	compare	3	3	4	4	3	3.4	 	 	 	 	 
Zufall	1796	1884	compare	4	3	4	3	4	3.6	 	 	 	 	 
Museum	1891	1855	later	4	4	4	3	4	3.8	 	 	 	 	 
Bilanz	1775	1892	compare	4	4	4	3	2	3.4	 	 	 	 	 
geharnischt	1787	1885	compare	2	1	4	1	3	2.2	 	 	 	 	 
Feder	1867	1895	later	2	2	1	2	2	1.8	 	 	 	 	 
Abend	1852	1869	later	4	3	4	4	4	3.8	 	 	 	 	 
flott	1894	1858	later	4	4	3	2	3	3.2	 	 	 	 	 
packen	1774	1755	earlier	3	3	1	3	4	2.8	 	 	 	 	 
Reichstag	1753	1876	compare	4	4	4	3	3	3.6	 	 	 	 	 
Feder	1751	1867	compare	2	3	1	1	1	1.6	 	 	 	 	 
Bilanz	1758	1894	compare	4	4	3	3	4	3.6	 	 	 	 	 
Steckenpferd	1788	1792	earlier	2	4	1	1	4	2.4	 	 	 	 	 
Kinderstube	1775	1871	compare	3	2	3	3	3	2.8	 	 	 	 	 
Bilanz	1775	1794	earlier	4	3	3	2	3	3	 	 	 	 	 
billig	1891	1886	later	4	4	2	3	4	3.4	 	 	 	 	 
Abend	1792	1798	earlier	4	2	4	3	4	3.4	 	 	 	 	 
Anstellung	1793	1868	compare	3	1	1	1	0	1.5	 	 	 	 	Satz 2 unklar.
locker	1890	1871	later	4	1	1	2	2	2	 	 	 	 	 
Kinderstube	1899	1854	later	3	3	4	3	4	3.4	 	 	 	 	 
packen	1864	1896	later	3	1	2	1	2	1.8	 	 	 	 	 
Motiv	1794	1779	earlier	4	1	4	4	3	3.2	 	 	 	 	 
geharnischt	1895	1773	compare	4	4	4	4	4	4	 	 	 	 	 
Presse	1892	1882	later	2	1	1	1	1	1.2	 	 	 	 	 
Bilanz	1851	1860	later	3	3	2	2	1	2.2	 	 	 	 	 
flott	1893	1893	later	4	4	4	0	0	4	 	 	 	zwei verschiedene Wörter	Beide Sätze falsch lemmatisiert.
Bilanz	1894	1756	compare	4	3	4	3	4	3.6	 	 	 	 	 
Anstalt	1861	1792	compare	4	1	3	1	1	2	 	 	 	 	 
technisch	1896	1899	later	4	3	4	2	4	3.4	 	 	 	 	 
englisch	1775	1873	compare	4	2	3	4	4	3.4	 	 	 	 	 
Anstellung	1791	1896	compare	3	1	4	4	1	2.6	 	 	 	 	 
billig	1778	1887	compare	4	4	4	3	2	3.4	 	 	 	 	 
Donnerwetter	1857	1794	compare	2	1	1	1	1	1.2	 	 	 	 	 
Reichstag	1787	1875	compare	4	3	3	2	3	3	 	 	 	 	 
Feder	1796	1888	compare	2	1	1	1	1	1.2	 	 	 	 	 
Abend	1889	1797	compare	4	4	4	3	4	3.8	 	 	 	 	 
englisch	1869	1862	later	4	4	3	4	4	3.8	 	 	 	 	 
Bilanz	1767	1756	earlier	3	4	3	3	4	3.4	 	 	 	 	 
Kinderstube	1865	1873	later	4	2	4	3	4	3.4	 	 	 	 	 
Anstellung	1865	1896	later	4	4	4	4	3	3.8	 	 	 	 	 
Museum	1891	1778	compare	4	3	4	3	4	3.6	 	 	 	 	 
Kinderstube	1775	1787	earlier	4	3	3	3	4	3.4	 	 	 	 	 
Zufall	1795	1879	compare	1	1	3	3	2	2	 	 	 	 	 
Museum	1890	1867	later	4	4	4	4	0	4	 	 	 	 	Kontext in Satz 1 nicht eindeutig.
Kinderstube	1787	1771	earlier	4	4	4	4	4	4	 	 	 	 	 
Steckenpferd	1871	1786	compare	4	4	4	3	3	3.6	 	 	 	 	 
locker	1889	1863	later	4	4	4	3	3	3.6	 	 	 	 	 
billig	1897	1876	later	2	4	1	1	3	2.2	 	 	 	 	 
Abend	1784	1852	compare	4	4	4	3	4	3.8	 	 	 	 	 
Kinderstube	1873	1898	later	4	2	4	4	4	3.6	 	 	 	 	 
Anstellung	1896	1852	later	0	4	4	0	0	0	Satz 2 zu wenig Kontext	 	 	zu wenig Kontext	Kontext in Satz 2 nicht eindeutig.
Abend	1771	1767	earlier	4	3	4	3	4	3.6	 	 	 	 	 
Bilanz	1767	1791	earlier	4	2	2	0	1	2.25	 	 	 	zu wenig Kontext	 
flott	1780	1779	earlier	4	2	4	3	4	3.4	 	 	 	 	 
Motiv	1887	1851	later	4	4	1	1	4	2.8	 	 	 	 	 
Steckenpferd	1775	1796	earlier	3	1	1	2	1	1.6	 	 	 	 	 
Zufall	1796	1888	compare	4	4	4	4	4	4	 	 	 	 	 
Steckenpferd	1899	1773	compare	0	4	1	2	2	2.25	Satz 1 zu wenig Kontext	 	 	 	 
Vorwort	1867	1878	later	4	4	4	4	4	4	 	 	 	 	 
locker	1875	1879	later	3	2	1	1	2	1.8	 	 	 	 	 
Steckenpferd	1796	1894	compare	2	4	1	1	1	1.8	 	 	 	 	 
Feine	1771	1897	compare	2	1	1	1	1	1.2	 	 	 	 	 
Feder	1783	1895	compare	2	1	1	1	1	1.2	 	 	 	 	 
billig	1773	1754	earlier	0	1	1	1	1	1	Satz 2 zu wenig Kontext	 	 	 	 
billig	1885	1881	later	2	1	1	1	1	1.2	 	 	 	 	 
Presse	1868	1756	compare	2	1	1	1	2	1.4	 	 	 	 	 
locker	1783	1869	compare	3	2	1	2	3	2.2	 	 	 	 	 
flott	1792	1861	compare	2	1	1	0	0	1.3333333333	 	 	 	zwei verschiedene Wörter	Falsche Lemmatisierung in Satz 1.
Abend	1893	1796	compare	4	4	4	4	4	4	 	 	 	 	 
Abend	1780	1795	earlier	4	4	4	4	4	4	 	 	 	 	 
packen	1786	1778	earlier	4	1	2	2	3	2.4	 	 	 	 	 
packen	1779	1789	earlier	4	4	4	3	4	3.8	 	 	 	 	 
billig	1858	1898	later	2	1	1	1	1	1.2	 	 	 	 	 
Steckenpferd	1879	1897	later	2	4	1	1	1	1.8	 	 	 	 	 
Bilanz	1758	1883	compare	3	4	4	3	2	3.2	 	 	 	 	 
englisch	1867	1789	compare	4	2	3	3	0	3	 	 	 	 	Kontext in Satz 2 uneindeutig.
Abend	1888	1783	compare	4	4	4	4	4	4	 	 	 	 	 
Motiv	1876	1888	later	0	1	4	0	0	0	Satz 1 zu wenig Kontext	 	 	zu wenig Kontext	Kontext in Satz 1 uneindeutig.
flott	1796	1792	earlier	2	1	1	1	2	1.4	 	 	 	 	 
Feine	1853	1852	later	3	2	1	2	2	2	 	 	 	 	 
Steckenpferd	1864	1852	later	3	1	1	1	1	1.4	 	 	 	 	 
Steckenpferd	1795	1796	earlier	4	1	1	3	2	2.2	 	 	 	 	 
englisch	1897	1875	later	4	3	3	4	4	3.6	 	 	 	 	 
Bilanz	1882	1775	compare	3	4	3	3	3	3.2	 	 	 	 	 
locker	1879	1869	later	4	3	4	4	3	3.6	 	 	 	 	 
Motiv	1796	1789	earlier	4	4	4	4	4	4	 	 	 	 	 
packen	1772	1756	earlier	3	1	3	0	0	2.3333333333	 	 	 	zwei verschiedene Wörter	Falsche Lemmatisierung in Satz 1.
packen	1884	1894	later	4	3	2	3	3	3	 	 	 	 	 
Reichstag	1882	1876	later	4	3	3	4	3	3.4	 	 	 	 	 
locker	1776	1776	earlier	3	1	1	0	0	1.6666666667	 	 	 	zu wenig Kontext	Kontext in Satz 1 uneindeutig.
Bilanz	1794	1758	earlier	3	3	3	0	0	3	 	 	 	zu wenig Kontext	Kontext in Satz 2 uneindeutig.
technisch	1899	1867	later	4	3	3	3	4	3.4	 	 	 	 	 
Feder	1885	1866	later	2	1	1	1	1	1.2	 	 	 	 	 
Reichstag	1787	1792	earlier	4	4	4	4	4	4	 	 	 	 	 
Bilanz	1758	1775	earlier	4	2	4	4	3	3.4	 	 	 	 	 
Anstellung	1877	1865	later	3	1	1	1	1	1.4	 	 	 	 	 
flott	1789	1757	earlier	2	1	1	0	0	1.3333333333	 	 	 	zwei verschiedene Wörter	Falsche Lemmatisierung in Satz 2.
packen	1784	1783	earlier	4	3	3	3	4	3.4	 	 	 	 	 
geharnischt	1795	1778	earlier	4	4	4	3	3	3.6	 	 	 	 	 
Motiv	1794	1894	compare	4	4	2	3	2	3	 	 	 	 	 
Museum	1764	1764	earlier	4	4	4	4	4	4	 	 	 	 	 
Anstellung	1852	1756	compare	3	1	1	1	1	1.4	 	 	 	 	 
Anstellung	1767	1799	earlier	3	1	3	1	2	2	 	 	 	 	 
Donnerwetter	1784	1784	earlier	4	4	4	4	4	4	 	 	 	 	 
billig	1884	1881	later	4	4	4	4	4	4	 	 	 	 	 
Vorwort	1771	1764	earlier	4	4	4	4	4	4	 	 	 	 	 
Kinderstube	1760	1899	compare	4	2	4	3	2	3	 	 	 	 	 
Feine	1771	1756	earlier	2	2	1	1	2	1.6	 	 	 	 	 
Reichstag	1792	1882	compare	4	3	4	3	3	3.4	 	 	 	 	 
Zufall	1857	1879	later	4	4	4	4	4	4	 	 	 	 	 
Motiv	1852	1851	later	0	4	1	0	0	0	Satz 2 zu wenig Kontext	 	 	zu wenig Kontext	Kontext in Satz 2 nicht eindeutig.
Zufall	1791	1784	earlier	1	1	1	3	3	1.8	 	 	 	 	 
Motiv	1857	1798	compare	4	2	1	3	4	2.8	 	 	 	 	 
Anstellung	1796	1782	earlier	2	1	1	1	1	1.2	 	 	 	 	 
Feder	1896	1893	later	0	1	1	0	0	0	Satz 2 zu wenig Kontext	 	 	zu wenig Kontext	Satz 2 uneindeutig.
Zufall	1750	1796	earlier	1	1	4	3	1	2	 	 	 	 	 
Anstellung	1799	1876	compare	4	2	4	4	4	3.6	 	 	 	 	 
Anstalt	1870	1790	compare	2	1	2	1	2	1.6	 	 	 	 	 
Vorwort	1853	1767	compare	2	2	1	1	1	1.4	 	 	 	 	 
billig	1854	1890	later	4	4	4	4	3	3.8	 	 	 	 	 
Anstalt	1892	1893	later	1	1	1	1	1	1	 	 	 	 	 
Anstalt	1896	1867	later	4	4	3	4	4	3.8	 	 	 	 	 
Reichstag	1897	1876	later	3	4	4	3	3	3.4	 	 	 	 	 
packen	1781	1779	earlier	3	1	2	1	3	2	 	 	 	 	 
Vorwort	1896	1886	later	3	4	4	4	4	3.8	 	 	 	 	 
geharnischt	1787	1753	earlier	4	4	4	4	4	4	 	 	 	 	 
Anstalt	1786	1879	compare	1	1	3	1	1	1.4	 	 	 	 	 
locker	1867	1881	later	3	2	2	2	3	2.4	 	 	 	 	 
flott	1893	1893	later	4	4	4	4	0	4	 	 	 	 	In beiden Sätzen falsche Lemmatisierung.
technisch	1792	1896	compare	4	4	1	3	3	3	 	 	 	 	 
Vorwort	1773	1764	earlier	2	1	1	1	1	1.2	 	 	 	 	 
Donnerwetter	1879	1894	later	3	1	1	1	1	1.4	 	 	 	 	 
Feder	1764	1871	compare	0	2	3	0	3	2.6666666667	Ich komme nicht drauf, was <Feder in Satz 1 heißen soll	 	 	zu wenig Kontext	 
englisch	1867	1897	later	4	3	3	4	4	3.6	 	 	 	 	 
Museum	1764	1782	earlier	4	3	4	4	4	3.8	 	 	 	 	 
packen	1756	1795	earlier	4	2	2	1	2	2.2	 	 	 	 	 
Anstalt	1785	1751	earlier	1	4	1	1	1	1.6	 	 	 	 	 
Anstalt	1799	1785	earlier	4	4	4	1	4	3.4	 	 	 	 	 
Feine	1884	1756	compare	2	1	1	1	1	1.2	 	 	 	 	 
Anstellung	1881	1868	later	4	4	4	4	4	4	 	 	 	 	 
Kinderstube	1778	1879	compare	3	4	3	4	4	3.6	 	 	 	 	 
Feder	1780	1796	earlier	2	1	1	1	3	1.6	 	 	 	 	 
billig	1781	1776	earlier	3	4	3	3	3	3.2	 	 	 	 	 
Steckenpferd	1763	1773	earlier	3	2	1	2	1	1.8	 	 	 	 	 
Museum	1855	1875	later	4	4	4	4	4	4	 	 	 	 	 
Donnerwetter	1896	1889	later	4	1	4	4	4	3.4	 	 	 	 	 
Abend	1754	1779	earlier	4	3	3	3	4	3.4	 	 	 	 	 
Steckenpferd	1895	1889	later	3	4	1	0	0	2.6666666667	 	 	 	zu wenig Kontext	Satz 2 ermöglichkt keine eindeutige Analyse der Bedeutung von Steckenpferd
Abend	1786	1784	earlier	4	3	4	4	4	3.8	 	 	 	 	 
geharnischt	1855	1890	later	4	1	2	1	1	1.8	 	 	 	 	 
Presse	1791	1868	compare	4	2	1	1	1	1.8	 	 	 	 	 
Anstalt	1898	1861	later	4	4	2	3	4	3.4	 	 	 	 	 
Motiv	1791	1787	earlier	3	1	4	1	2	2.2	 	 	 	 	 
Vorwort	1894	1884	later	4	4	4	4	4	4	 	 	 	 	 
geharnischt	1865	1857	later	4	3	3	2	2	2.8	 	 	 	 	 
packen	1874	1895	later	4	2	3	3	3	3	 	 	 	 	 
Museum	1899	1764	compare	4	4	4	3	4	3.8	 	 	 	 	 
Presse	1896	1897	later	2	1	1	1	1	1.2	 	 	 	 	 
technisch	1792	1799	earlier	4	4	3	3	3	3.4	 	 	 	 	 
Zufall	1791	1862	compare	1	1	1	2	2	1.4	 	 	 	 	 
Presse	1893	1898	later	1	1	1	0	0	1	Satz 1: Prisse ist eine Stadt/Region (?!)	 	 	zwei verschiedene Wörter	Falsche Lemmatisierung in Satz 1.
Abend	1792	1898	compare	4	4	4	4	4	4	 	 	 	 	 
englisch	1873	1873	later	4	4	3	4	4	3.8	 	 	 	 	 
Anstalt	1871	1850	later	1	1	1	1	1	1	 	 	 	 	 
Museum	1884	1893	later	4	4	4	4	4	4	 	 	 	 	 
geharnischt	1753	1776	earlier	4	3	4	2	3	3.2	 	 	 	 	 
Museum	1861	1856	later	4	4	4	4	4	4	 	 	 	 	 
technisch	1859	1870	later	3	3	1	3	3	2.6	 	 	 	 	 
Feder	1791	1780	earlier	4	4	4	1	4	3.4	 	 	 	 	 
Museum	1780	1791	earlier	4	4	4	4	4	4	 	 	 	 	 
billig	1752	1776	earlier	2	4	1	3	3	2.6	 	 	 	 	 
packen	1897	1864	later	3	1	2	1	3	2	 	 	 	 	 
englisch	1782	1776	earlier	4	2	2	0	4	3	 	 	 	zu wenig Kontext	 
Abend	1796	1769	earlier	4	2	4	3	4	3.4	 	 	 	 	 
Steckenpferd	1894	1894	later	4	4	3	4	4	3.8	 	 	 	 	 
locker	1855	1777	compare	4	3	2	4	3	3.2	 	 	 	 	 
Donnerwetter	1889	1772	compare	2	1	1	1	1	1.2	 	 	 	 	 
Reichstag	1786	1786	earlier	4	4	3	3	4	3.6	 	 	 	 	 
Museum	1861	1764	compare	4	4	4	4	4	4	 	 	 	 	 
Anstellung	1756	1895	compare	3	1	2	1	3	2	 	 	 	 	 
geharnischt	1890	1890	later	4	4	4	4	4	4	 	 	 	 	 
Kinderstube	1789	1795	earlier	4	2	4	3	3	3.2	 	 	 	 	 
englisch	1867	1894	later	3	3	3	4	4	3.4	 	 	 	 	 
packen	1779	1784	earlier	4	1	3	1	3	2.4	 	 	 	 	 
Kinderstube	1879	1899	later	4	3	3	4	4	3.6	 	 	 	 	 
Anstalt	1775	1750	earlier	0	1	4	1	1	1.75	mit Satz 2 “Anstalt” bin ich mir nicht sicher	 	 	 	 
Motiv	1887	1789	compare	4	4	4	0	2	3.5	 	 	 	zu wenig Kontext	 
Feder	1852	1866	later	2	3	1	2	3	2.2	 	 	 	 	 
locker	1797	1875	compare	4	3	3	4	3	3.4	 	 	 	 	 
Motiv	1797	1794	earlier	4	4	4	4	4	4	 	 	 	 	 
Zufall	1779	1779	earlier	1	1	1	2	3	1.6	 	 	 	 	 
englisch	1879	1861	later	4	4	3	3	4	3.6	 	 	 	 	 
Kinderstube	1895	1871	later	3	3	4	3	4	3.4	 	 	 	 	 
Presse	1891	1868	later	4	3	4	4	4	3.8	 	 	 	 	 
billig	1775	1856	compare	0	2	1	3	4	2.5	Satz 2	 	 	 	 
Donnerwetter	1784	1859	compare	0	4	2	0	3	3	Satz 2 zu wenig Kontext	 	 	zu wenig Kontext	 
billig	1776	1776	earlier	4	2	2	3	4	3	angemessen	 	 	 	 
Presse	1771	1777	earlier	2	2	1	2	1	1.6	 	 	 	 	 
Presse	1898	1756	compare	2	1	1	1	1	1.2	 	 	 	 	 
packen	1756	1796	earlier	2	3	3	3	3	2.8	 	 	 	 	 
Abend	1861	1869	later	4	3	4	3	4	3.6	 	 	 	 	 
Reichstag	1786	1787	earlier	4	4	4	3	4	3.8	 	 	 	 	 
technisch	1899	1894	later	3	1	3	2	3	2.4	 	 	 	 	 
Kinderstube	1862	1852	later	4	4	4	4	4	4	 	 	 	 	 
Presse	1892	1868	later	4	4	4	4	4	4	 	 	 	 	 
Kinderstube	1853	1891	later	4	4	3	3	4	3.6	 	 	 	 	 
Zufall	1789	1778	earlier	1	1	1	2	4	1.8	 	 	 	 	 
flott	1871	1893	later	2	1	1	0	0	1.3333333333	 	 	 	zwei verschiedene Wörter	Falsche Lemmatisierung in Satz 2.
Bilanz	1885	1794	compare	4	4	4	3	4	3.8	 	 	 	 	 
Vorwort	1852	1882	later	3	4	2	4	4	3.4	 	 	 	 	 
Museum	1787	1888	compare	4	4	4	0	0	4	 	 	 	zu wenig Kontext	Bedeutung von Museum in Satz 1 nicht erschließbar.
Reichstag	1880	1882	later	4	4	4	4	4	4	 	 	 	 	 
Motiv	1888	1893	later	4	1	1	3	2	2.2	 	 	 	 	 
Anstalt	1870	1883	later	4	4	4	2	3	3.4	 	 	 	 	 
englisch	1891	1871	later	3	3	3	3	0	3	 	 	 	 	Keine Bedeutung von englisch in Satz 1 erschließbar.
Steckenpferd	1898	1889	later	4	4	4	4	4	4	 	 	 	 	 
packen	1776	1753	earlier	2	2	2	0	0	2	 	 	 	zwei verschiedene Wörter	Falsche Lemmatisierung in Satz 2.
Presse	1777	1867	compare	3	1	1	1	1	1.4	 	 	 	 	 
Anstellung	1863	1896	later	4	1	1	4	2	2.4	 	 	 	 	 
Abend	1796	1850	compare	4	3	4	4	4	3.8	 	 	 	 	 
Feine	1795	1884	compare	2	1	1	1	1	1.2	 	 	 	 	 
locker	1878	1886	later	3	2	1	3	4	2.6	 	 	 	 	 
englisch	1796	1876	compare	4	4	3	4	4	3.8	 	 	 	 	 
Kinderstube	1788	1791	earlier	4	4	4	4	3	3.8	 	 	 	 	 
billig	1796	1788	earlier	2	1	4	3	3	2.6	Satz 1 billig-billig und Satz 2 billig-angemessen	 	 	 	 
locker	1777	1778	earlier	4	1	3	2	2	2.4	 	 	 	 	 
Presse	1783	1879	compare	2	1	1	1	3	1.6	 	 	 	 	 
Abend	1894	1855	later	4	4	4	4	4	4	 	 	 	 	 
Steckenpferd	1899	1860	later	0	1	4	0	2	2.3333333333	Satz 1 zu wenig Kontext	 	 	zu wenig Kontext	 
billig	1868	1873	later	2	1	1	1	1	1.2	 	 	 	 	 
technisch	1892	1799	compare	4	2	1	4	3	2.8	 	 	 	 	 
Steckenpferd	1880	1877	later	4	1	1	3	1	2	 	 	 	 	 
Museum	1788	1764	earlier	4	4	4	3	4	3.8	 	 	 	 	 
Reichstag	1776	1786	earlier	4	3	4	3	4	3.6	 	 	 	 	 
Kinderstube	1778	1775	earlier	4	2	4	3	4	3.4	 	 	 	 	 
geharnischt	1869	1885	later	2	1	2	1	2	1.6	 	 	 	 	 
Abend	1751	1776	earlier	4	2	4	3	4	3.4	 	 	 	 	 
packen	1879	1866	later	3	1	2	2	4	2.4	 	 	 	 	 
Zufall	1875	1759	compare	4	4	4	2	4	3.6	 	 	 	 	 
Motiv	1880	1893	later	0	2	2	0	0	0	Satz 1 zu wenig Kontext	 	 	zu wenig Kontext	Bedeutung von Satz 1 nicht erschließbar.
englisch	1868	1885	later	4	4	3	4	4	3.8	 	 	 	 	 
flott	1799	1779	earlier	2	1	1	1	4	1.8	 	 	 	 	 
packen	1751	1892	compare	2	1	1	1	3	1.6	 	 	 	 	 
Reichstag	1753	1758	earlier	4	4	4	4	3	3.8	 	 	 	 	 
